Episode   	AvgTrainReward 	AvgLoss        	Step      	Epsilon   	AvgEvalReward  
34543     	0.0767         	0.067503       	4330000   	0.1000    	240.90         
34585     	0.1083         	0.068178       	4340000   	0.1000    	247.50         
34619     	0.0881         	0.070494       	4350000   	0.1000    	173.60         
34658     	0.1111         	0.070394       	4360000   	0.1000    	213.10         
34696     	0.1099         	0.069809       	4370000   	0.1000    	171.30         
34732     	0.0934         	0.071103       	4380000   	0.1000    	222.80         
34767     	0.0871         	0.070812       	4390000   	0.1000    	210.90         
34807     	0.0818         	0.072728       	4400000   	0.1000    	183.80         
34840     	0.1079         	0.070431       	4410000   	0.1000    	146.90         
34876     	0.1161         	0.071700       	4420000   	0.1000    	171.50         
34913     	0.0858         	0.071950       	4430000   	0.1000    	177.30         
34953     	0.0957         	0.069847       	4440000   	0.1000    	201.20         
34996     	0.0832         	0.071766       	4450000   	0.1000    	175.30         
35038     	0.0783         	0.072609       	4460000   	0.1000    	249.90         
35078     	0.0695         	0.069722       	4470000   	0.1000    	215.20         
35117     	0.1160         	0.069356       	4480000   	0.1000    	207.90         
35159     	0.1253         	0.069400       	4490000   	0.1000    	220.80         
35201     	0.1005         	0.072334       	4500000   	0.1000    	196.00         
35244     	0.0871         	0.073425       	4510000   	0.1000    	204.80         
35285     	0.0754         	0.073928       	4520000   	0.1000    	222.40         
35314     	0.1151         	0.072888       	4530000   	0.1000    	249.10         
35350     	0.1264         	0.072578       	4540000   	0.1000    	227.50         
35387     	0.0968         	0.072769       	4550000   	0.1000    	209.30         
35431     	0.0743         	0.072122       	4560000   	0.1000    	201.40         
35468     	0.1183         	0.069888       	4570000   	0.1000    	195.40         
35505     	0.0895         	0.072062       	4580000   	0.1000    	194.30         
35542     	0.0714         	0.069147       	4590000   	0.1000    	217.50         
35575     	0.0827         	0.073084       	4600000   	0.1000    	143.90         
35614     	0.0813         	0.071372       	4610000   	0.1000    	225.20         
35648     	0.1332         	0.076362       	4620000   	0.1000    	166.80         
35686     	0.0804         	0.073312       	4630000   	0.1000    	192.20         
35721     	0.1182         	0.078462       	4640000   	0.1000    	219.60         
35757     	0.0974         	0.075859       	4650000   	0.1000    	244.10         
35790     	0.1050         	0.075397       	4660000   	0.1000    	233.30         
35823     	0.1220         	0.075388       	4670000   	0.1000    	224.70         
35861     	0.1048         	0.074041       	4680000   	0.1000    	200.60         
35902     	0.0768         	0.074459       	4690000   	0.1000    	182.10         
35939     	0.1069         	0.073378       	4700000   	0.1000    	178.80         
35980     	0.1151         	0.071600       	4710000   	0.1000    	208.20         
36014     	0.1064         	0.072134       	4720000   	0.1000    	128.00         
36049     	0.0900         	0.072934       	4730000   	0.1000    	242.20         
36088     	0.1194         	0.074606       	4740000   	0.1000    	225.90         
36128     	0.1183         	0.074506       	4750000   	0.1000    	215.10         
36167     	0.0838         	0.071503       	4760000   	0.1000    	265.50         
36208     	0.0774         	0.072338       	4770000   	0.1000    	215.80         
36249     	0.0998         	0.072619       	4780000   	0.1000    	133.20         
36282     	0.0922         	0.072116       	4790000   	0.1000    	203.80         
36320     	0.1127         	0.072859       	4800000   	0.1000    	146.90         
36365     	0.0986         	0.073056       	4810000   	0.1000    	199.60         
36409     	0.0794         	0.072812       	4820000   	0.1000    	154.00         
36445     	0.0900         	0.072653       	4830000   	0.1000    	193.20         
36481     	0.1213         	0.071328       	4840000   	0.1000    	181.00         
36525     	0.0648         	0.072847       	4850000   	0.1000    	36.80          
36570     	0.0884         	0.074456       	4860000   	0.1000    	213.60         
36612     	0.0852         	0.072831       	4870000   	0.1000    	217.40         
36646     	0.0931         	0.072309       	4880000   	0.1000    	183.80         
36687     	0.1028         	0.074953       	4890000   	0.1000    	207.60         
36729     	0.0789         	0.073762       	4900000   	0.1000    	171.40         
36766     	0.0639         	0.073484       	4910000   	0.1000    	200.70         
36805     	0.1314         	0.072734       	4920000   	0.1000    	214.90         
36845     	0.0751         	0.074366       	4930000   	0.1000    	214.60         
36878     	0.1215         	0.075447       	4940000   	0.1000    	226.50         
36914     	0.0752         	0.072075       	4950000   	0.1000    	291.00         
36951     	0.1056         	0.074328       	4960000   	0.1000    	214.10         
36990     	0.1140         	0.073891       	4970000   	0.1000    	188.10         
37026     	0.1268         	0.072222       	4980000   	0.1000    	213.30         
37063     	0.1227         	0.072522       	4990000   	0.1000    	218.10         
37106     	0.0750         	0.077325       	5000000   	0.1000    	223.20         
37140     	0.1067         	0.074872       	5010000   	0.1000    	258.80         
37173     	0.0910         	0.076316       	5020000   	0.1000    	247.40         
37212     	0.1499         	0.077272       	5030000   	0.1000    	223.80         
37247     	0.1070         	0.072550       	5040000   	0.1000    	204.40         
37289     	0.0710         	0.072084       	5050000   	0.1000    	231.40         
37326     	0.1148         	0.075538       	5060000   	0.1000    	207.30         
37371     	0.0995         	0.075422       	5070000   	0.1000    	174.40         
37416     	0.1053         	0.072709       	5080000   	0.1000    	221.90         
37458     	0.0680         	0.073350       	5090000   	0.1000    	169.20         
37497     	0.1259         	0.072497       	5100000   	0.1000    	224.00         
37537     	0.0676         	0.075694       	5110000   	0.1000    	134.00         
37576     	0.1295         	0.075316       	5120000   	0.1000    	136.30         
37617     	0.0784         	0.075884       	5130000   	0.1000    	111.10         
37653     	0.0952         	0.072825       	5140000   	0.1000    	196.00         
37695     	0.0949         	0.075619       	5150000   	0.1000    	173.20         
37732     	0.0909         	0.074741       	5160000   	0.1000    	161.20         
37773     	0.0881         	0.077391       	5170000   	0.1000    	199.70         
37808     	0.0877         	0.077847       	5180000   	0.1000    	242.40         
37846     	0.1013         	0.075831       	5190000   	0.1000    	183.30         
37894     	0.0971         	0.077394       	5200000   	0.1000    	174.00         
37927     	0.1357         	0.073975       	5210000   	0.1000    	219.60         
37964     	0.0745         	0.076031       	5220000   	0.1000    	148.20         
38001     	0.0558         	0.075016       	5230000   	0.1000    	197.30         
38046     	0.0854         	0.074778       	5240000   	0.1000    	214.10         
38086     	0.0925         	0.075638       	5250000   	0.1000    	139.90         
38126     	0.0802         	0.077388       	5260000   	0.1000    	217.70         
38162     	0.1008         	0.076494       	5270000   	0.1000    	209.30         
38195     	0.1131         	0.075388       	5280000   	0.1000    	205.10         
38233     	0.1128         	0.075734       	5290000   	0.1000    	265.00         
38272     	0.1152         	0.077469       	5300000   	0.1000    	213.20         
38312     	0.0986         	0.077216       	5310000   	0.1000    	213.60         
38352     	0.0914         	0.077912       	5320000   	0.1000    	217.30         
38391     	0.1424         	0.079997       	5330000   	0.1000    	197.80         
38432     	0.0779         	0.079516       	5340000   	0.1000    	241.40         
38472     	0.1076         	0.076441       	5350000   	0.1000    	231.80         
38509     	0.1309         	0.076697       	5360000   	0.1000    	187.30         
38546     	0.1090         	0.079309       	5370000   	0.1000    	245.50         
38581     	0.1460         	0.078456       	5380000   	0.1000    	207.40         
38627     	0.0979         	0.076284       	5390000   	0.1000    	217.40         
38664     	0.1079         	0.077147       	5400000   	0.1000    	170.00         
38701     	0.0983         	0.079262       	5410000   	0.1000    	172.80         
38735     	0.0996         	0.077203       	5420000   	0.1000    	215.80         
38780     	0.0811         	0.077000       	5430000   	0.1000    	273.60         
38818     	0.0964         	0.081047       	5440000   	0.1000    	180.30         
38860     	0.1014         	0.080225       	5450000   	0.1000    	206.50         
38896     	0.1279         	0.076012       	5460000   	0.1000    	249.30         
38929     	0.0920         	0.078691       	5470000   	0.1000    	234.10         
38967     	0.0887         	0.075312       	5480000   	0.1000    	69.40          
39001     	0.1164         	0.075450       	5490000   	0.1000    	200.70         
39041     	0.1053         	0.078950       	5500000   	0.1000    	192.10         
39081     	0.1160         	0.076291       	5510000   	0.1000    	157.20         
39113     	0.1071         	0.076781       	5520000   	0.1000    	194.20         
39152     	0.0623         	0.077962       	5530000   	0.1000    	217.50         
39194     	0.1052         	0.078406       	5540000   	0.1000    	226.20         
39232     	0.0745         	0.079259       	5550000   	0.1000    	237.50         
39270     	0.0877         	0.081203       	5560000   	0.1000    	224.20         
39309     	0.1409         	0.077350       	5570000   	0.1000    	162.50         
39344     	0.1280         	0.077459       	5580000   	0.1000    	222.60         
39382     	0.1260         	0.079462       	5590000   	0.1000    	193.10         
39421     	0.1081         	0.079384       	5600000   	0.1000    	146.50         
39459     	0.1231         	0.079288       	5610000   	0.1000    	247.10         
39500     	0.0770         	0.083175       	5620000   	0.1000    	162.40         
39541     	0.1069         	0.080222       	5630000   	0.1000    	184.20         
39585     	0.0732         	0.079891       	5640000   	0.1000    	193.20         
39628     	0.0484         	0.079028       	5650000   	0.1000    	211.90         
39671     	0.0633         	0.076462       	5660000   	0.1000    	213.20         
39711     	0.0881         	0.076803       	5670000   	0.1000    	178.80         
39753     	0.1191         	0.077953       	5680000   	0.1000    	193.00         
39789     	0.0793         	0.076881       	5690000   	0.1000    	220.30         
39831     	0.0993         	0.077175       	5700000   	0.1000    	169.00         
39871     	0.1189         	0.078634       	5710000   	0.1000    	170.10         
39907     	0.1221         	0.078600       	5720000   	0.1000    	208.50         
39942     	0.1291         	0.079909       	5730000   	0.1000    	213.20         
39981     	0.0777         	0.077866       	5740000   	0.1000    	148.60         
40021     	0.1010         	0.077553       	5750000   	0.1000    	191.70         
40061     	0.0690         	0.080081       	5760000   	0.1000    	248.20         
40095     	0.1168         	0.082775       	5770000   	0.1000    	143.90         
40131     	0.1166         	0.083341       	5780000   	0.1000    	204.70         
40170     	0.0973         	0.079747       	5790000   	0.1000    	98.50          
40212     	0.0798         	0.082375       	5800000   	0.1000    	171.80         
40253     	0.1674         	0.083081       	5810000   	0.1000    	176.10         
40291     	0.1127         	0.079975       	5820000   	0.1000    	182.90         
40326     	0.1048         	0.080475       	5830000   	0.1000    	189.70         
40364     	0.1110         	0.083028       	5840000   	0.1000    	187.70         
40406     	0.0959         	0.082094       	5850000   	0.1000    	206.90         
40447     	0.0836         	0.084228       	5860000   	0.1000    	203.00         
40487     	0.0886         	0.086438       	5870000   	0.1000    	179.70         
40534     	0.1032         	0.082209       	5880000   	0.1000    	205.50         
40579     	0.1065         	0.086712       	5890000   	0.1000    	167.70         
40622     	0.0777         	0.084653       	5900000   	0.1000    	217.30         
40662     	0.0912         	0.086478       	5910000   	0.1000    	195.60         
40706     	0.0911         	0.084962       	5920000   	0.1000    	151.60         
40747     	0.1297         	0.083938       	5930000   	0.1000    	155.30         
40783     	0.1197         	0.085606       	5940000   	0.1000    	174.00         
40826     	0.0632         	0.085422       	5950000   	0.1000    	203.40         
40862     	0.0786         	0.089244       	5960000   	0.1000    	174.00         
40901     	0.0973         	0.087912       	5970000   	0.1000    	274.20         
40942     	0.0914         	0.089209       	5980000   	0.1000    	39.20          
40990     	0.0986         	0.086762       	5990000   	0.1000    	167.30         
41030     	0.1077         	0.087400       	6000000   	0.1000    	195.60         
41066     	0.0924         	0.086628       	6010000   	0.1000    	188.10         
41109     	0.0735         	0.086816       	6020000   	0.1000    	223.10         
41151     	0.0947         	0.087756       	6030000   	0.1000    	186.40         
41187     	0.1346         	0.087653       	6040000   	0.1000    	152.40         
41221     	0.0996         	0.088125       	6050000   	0.1000    	163.10         
41263     	0.0930         	0.084409       	6060000   	0.1000    	230.70         
41295     	0.1151         	0.084809       	6070000   	0.1000    	198.70         
41333     	0.0818         	0.087862       	6080000   	0.1000    	209.50         
41375     	0.0777         	0.085831       	6090000   	0.1000    	179.70         
41412     	0.1061         	0.084850       	6100000   	0.1000    	214.60         
41451     	0.1018         	0.085803       	6110000   	0.1000    	198.30         
41487     	0.1121         	0.085028       	6120000   	0.1000    	182.60         
41517     	0.1090         	0.085403       	6130000   	0.1000    	196.30         
41559     	0.0938         	0.084981       	6140000   	0.1000    	232.60         
41595     	0.1036         	0.086503       	6150000   	0.1000    	153.40         
41633     	0.0866         	0.085181       	6160000   	0.1000    	185.30         
41681     	0.0687         	0.082853       	6170000   	0.1000    	194.70         
41723     	0.1132         	0.081641       	6180000   	0.1000    	173.00         
41773     	0.0899         	0.084056       	6190000   	0.1000    	203.90         
41813     	0.1193         	0.083712       	6200000   	0.1000    	190.30         
41849     	0.0977         	0.085106       	6210000   	0.1000    	207.90         
41881     	0.0918         	0.085247       	6220000   	0.1000    	198.70         
41922     	0.0836         	0.087962       	6230000   	0.1000    	238.90         
41955     	0.0965         	0.088225       	6240000   	0.1000    	224.70         
41995     	0.1300         	0.087678       	6250000   	0.1000    	200.40         
42034     	0.1317         	0.084681       	6260000   	0.1000    	188.60         
42075     	0.0810         	0.084912       	6270000   	0.1000    	162.20         
42113     	0.0946         	0.083803       	6280000   	0.1000    	245.50         
42154     	0.1084         	0.088541       	6290000   	0.1000    	190.20         
42196     	0.1011         	0.084353       	6300000   	0.1000    	216.90         
42230     	0.0944         	0.085509       	6310000   	0.1000    	270.80         
42275     	0.0739         	0.088019       	6320000   	0.1000    	211.70         
42314     	0.0876         	0.089691       	6330000   	0.1000    	207.70         
42353     	0.1186         	0.091178       	6340000   	0.1000    	152.70         
42393     	0.0845         	0.088688       	6350000   	0.1000    	168.70         
42430     	0.1529         	0.091966       	6360000   	0.1000    	267.90         
42469     	0.0785         	0.090878       	6370000   	0.1000    	158.10         
42509     	0.0623         	0.091206       	6380000   	0.1000    	184.00         
42546     	0.1119         	0.088622       	6390000   	0.1000    	181.10         
42582     	0.1132         	0.090344       	6400000   	0.1000    	210.60         
42623     	0.1098         	0.092362       	6410000   	0.1000    	202.00         
42662     	0.0813         	0.092300       	6420000   	0.1000    	178.00         
42702     	0.0679         	0.092066       	6430000   	0.1000    	222.30         
42739     	0.1095         	0.092816       	6440000   	0.1000    	188.20         
42778     	0.1095         	0.093006       	6450000   	0.1000    	182.40         
42819     	0.1209         	0.093453       	6460000   	0.1000    	233.50         
42859     	0.0643         	0.093516       	6470000   	0.1000    	208.90         
42896     	0.0851         	0.087444       	6480000   	0.1000    	186.30         
42943     	0.1126         	0.087625       	6490000   	0.1000    	239.90         
42981     	0.1058         	0.089250       	6500000   	0.1000    	191.80         
43020     	0.0573         	0.090584       	6510000   	0.1000    	228.50         
43051     	0.0995         	0.093416       	6520000   	0.1000    	186.80         
43096     	0.0868         	0.088938       	6530000   	0.1000    	226.30         
43127     	0.1052         	0.092106       	6540000   	0.1000    	116.60         
43163     	0.1077         	0.088759       	6550000   	0.1000    	226.70         
43202     	0.1254         	0.089559       	6560000   	0.1000    	196.60         
43238     	0.1180         	0.088353       	6570000   	0.1000    	206.00         
43272     	0.1331         	0.090303       	6580000   	0.1000    	245.00         
43309     	0.1140         	0.091628       	6590000   	0.1000    	188.30         
43344     	0.1220         	0.093578       	6600000   	0.1000    	188.00         
43382     	0.0744         	0.091925       	6610000   	0.1000    	218.00         
43423     	0.1338         	0.091259       	6620000   	0.1000    	195.00         
43461     	0.1079         	0.090816       	6630000   	0.1000    	198.80         
43503     	0.0732         	0.089888       	6640000   	0.1000    	187.80         
43542     	0.0682         	0.090359       	6650000   	0.1000    	187.90         
43573     	0.1612         	0.094212       	6660000   	0.1000    	199.60         
43618     	0.0863         	0.093959       	6670000   	0.1000    	220.70         
43656     	0.0889         	0.096669       	6680000   	0.1000    	220.40         
43693     	0.1225         	0.098619       	6690000   	0.1000    	238.90         
43727     	0.1101         	0.092528       	6700000   	0.1000    	213.70         
43759     	0.0903         	0.090406       	6710000   	0.1000    	168.20         
43796     	0.1074         	0.090759       	6720000   	0.1000    	217.20         
43837     	0.0765         	0.092569       	6730000   	0.1000    	247.80         
43876     	0.1123         	0.091403       	6740000   	0.1000    	217.20         
43921     	0.1407         	0.092969       	6750000   	0.1000    	277.40         
43957     	0.1492         	0.091250       	6760000   	0.1000    	264.10         
43994     	0.1426         	0.092188       	6770000   	0.1000    	233.30         
44030     	0.1299         	0.093997       	6780000   	0.1000    	217.80         
44066     	0.1136         	0.094378       	6790000   	0.1000    	180.20         
44108     	0.1079         	0.097059       	6800000   	0.1000    	234.10         
44151     	0.1050         	0.100053       	6810000   	0.1000    	209.10         
44184     	0.1330         	0.094153       	6820000   	0.1000    	202.20         
44222     	0.1082         	0.090984       	6830000   	0.1000    	213.10         
44266     	0.1124         	0.093900       	6840000   	0.1000    	238.40         
44311     	0.0657         	0.089816       	6850000   	0.1000    	179.80         
44352     	0.1029         	0.091791       	6860000   	0.1000    	251.00         
44392     	0.0794         	0.091188       	6870000   	0.1000    	192.80         
44427     	0.1065         	0.091225       	6880000   	0.1000    	212.80         
44463     	0.1029         	0.093162       	6890000   	0.1000    	232.90         
44507     	0.1181         	0.092472       	6900000   	0.1000    	179.70         
44542     	0.1145         	0.096894       	6910000   	0.1000    	254.60         
44578     	0.1242         	0.094981       	6920000   	0.1000    	202.80         
44621     	0.1199         	0.095031       	6930000   	0.1000    	168.20         
44659     	0.1071         	0.096162       	6940000   	0.1000    	200.30         
44697     	0.1133         	0.093834       	6950000   	0.1000    	187.00         
44745     	0.0735         	0.095328       	6960000   	0.1000    	172.70         
44786     	0.1008         	0.093266       	6970000   	0.1000    	270.20         
44818     	0.0934         	0.091897       	6980000   	0.1000    	302.90         
44856     	0.1230         	0.099691       	6990000   	0.1000    	299.70         
44897     	0.0916         	0.094853       	7000000   	0.1000    	237.20         
44932     	0.1319         	0.096422       	7010000   	0.1000    	266.60         
44967     	0.1180         	0.096081       	7020000   	0.1000    	248.20         
45000     	0.1163         	0.099056       	7030000   	0.1000    	239.20         
45035     	0.1131         	0.095903       	7040000   	0.1000    	139.90         
45071     	0.0717         	0.094266       	7050000   	0.1000    	302.30         
45106     	0.0904         	0.095300       	7060000   	0.1000    	288.80         
45143     	0.0812         	0.093531       	7070000   	0.1000    	249.00         
45184     	0.1007         	0.095712       	7080000   	0.1000    	240.70         
45220     	0.1259         	0.094575       	7090000   	0.1000    	181.80         
45259     	0.1355         	0.095728       	7100000   	0.1000    	251.90         
45299     	0.0859         	0.098041       	7110000   	0.1000    	250.30         
45333     	0.0945         	0.095938       	7120000   	0.1000    	254.80         
45368     	0.1193         	0.096694       	7130000   	0.1000    	232.00         
45407     	0.1171         	0.098519       	7140000   	0.1000    	181.30         
45441     	0.0896         	0.096300       	7150000   	0.1000    	172.90         
45481     	0.0852         	0.094178       	7160000   	0.1000    	246.70         
45516     	0.1141         	0.096328       	7170000   	0.1000    	161.40         
45554     	0.1353         	0.094175       	7180000   	0.1000    	270.50         
45591     	0.0911         	0.092109       	7190000   	0.1000    	179.90         
45631     	0.1118         	0.091938       	7200000   	0.1000    	216.90         
45675     	0.1207         	0.093928       	7210000   	0.1000    	256.80         
45711     	0.0862         	0.093909       	7220000   	0.1000    	228.40         
45751     	0.1175         	0.093244       	7230000   	0.1000    	158.90         
45787     	0.1276         	0.096094       	7240000   	0.1000    	213.30         
45820     	0.1227         	0.093166       	7250000   	0.1000    	161.70         
45865     	0.0527         	0.092956       	7260000   	0.1000    	194.90         
45902     	0.1063         	0.093419       	7270000   	0.1000    	232.20         
45941     	0.0854         	0.092328       	7280000   	0.1000    	237.00         
45979     	0.1066         	0.093444       	7290000   	0.1000    	244.10         
46016     	0.0842         	0.090328       	7300000   	0.1000    	233.80         
46054     	0.1237         	0.092738       	7310000   	0.1000    	151.50         
46090     	0.1220         	0.094900       	7320000   	0.1000    	41.20          
46131     	0.1026         	0.091806       	7330000   	0.1000    	292.50         
46173     	0.0946         	0.092250       	7340000   	0.1000    	209.10         
46211     	0.1411         	0.095709       	7350000   	0.1000    	265.40         
46259     	0.0820         	0.094859       	7360000   	0.1000    	232.70         
46295     	0.1008         	0.095553       	7370000   	0.1000    	202.50         
46337     	0.0957         	0.094703       	7380000   	0.1000    	225.50         
46369     	0.1393         	0.095291       	7390000   	0.1000    	189.70         
46403     	0.1141         	0.093784       	7400000   	0.1000    	125.90         
46441     	0.1214         	0.094262       	7410000   	0.1000    	236.30         
46484     	0.1108         	0.093941       	7420000   	0.1000    	203.50         
46522     	0.1146         	0.093284       	7430000   	0.1000    	246.80         
46562     	0.0883         	0.094934       	7440000   	0.1000    	151.30         
46602     	0.0850         	0.098450       	7450000   	0.1000    	268.90         
46647     	0.0921         	0.095994       	7460000   	0.1000    	234.60         
46691     	0.0663         	0.096628       	7470000   	0.1000    	233.60         
46736     	0.1154         	0.096631       	7480000   	0.1000    	182.70         
46771     	0.1427         	0.100094       	7490000   	0.1000    	160.40         
46805     	0.0990         	0.097991       	7500000   	0.1000    	251.00         
46847     	0.0785         	0.098241       	7510000   	0.1000    	214.00         
46886     	0.1164         	0.098694       	7520000   	0.1000    	234.50         
46921     	0.0967         	0.100566       	7530000   	0.1000    	211.70         
46956     	0.0963         	0.101681       	7540000   	0.1000    	250.90         
46988     	0.0922         	0.103653       	7550000   	0.1000    	236.30         
47026     	0.0936         	0.100547       	7560000   	0.1000    	236.50         
47064     	0.1313         	0.102397       	7570000   	0.1000    	249.40         
47095     	0.1553         	0.098931       	7580000   	0.1000    	230.90         
47137     	0.1313         	0.098881       	7590000   	0.1000    	227.10         
47173     	0.1050         	0.096838       	7600000   	0.1000    	228.00         
47210     	0.1047         	0.097644       	7610000   	0.1000    	197.10         
47251     	0.0942         	0.100394       	7620000   	0.1000    	239.90         
47289     	0.0958         	0.100038       	7630000   	0.1000    	244.50         
47329     	0.0994         	0.098959       	7640000   	0.1000    	186.50         
47373     	0.1013         	0.099141       	7650000   	0.1000    	211.90         
47408     	0.0827         	0.096106       	7660000   	0.1000    	253.20         
47448     	0.1301         	0.096966       	7670000   	0.1000    	214.10         
47487     	0.0747         	0.093684       	7680000   	0.1000    	209.40         
47523     	0.1201         	0.094856       	7690000   	0.1000    	211.70         
47566     	0.0830         	0.094919       	7700000   	0.1000    	211.70         
47602     	0.1183         	0.095784       	7710000   	0.1000    	213.00         
47638     	0.1099         	0.097441       	7720000   	0.1000    	193.00         
47682     	0.0854         	0.096531       	7730000   	0.1000    	317.40         
47722     	0.0723         	0.095712       	7740000   	0.1000    	230.30         
47756     	0.1270         	0.097731       	7750000   	0.1000    	251.90         
47793     	0.0668         	0.093081       	7760000   	0.1000    	242.10         
47831     	0.1433         	0.093772       	7770000   	0.1000    	275.00         
47874     	0.0938         	0.096197       	7780000   	0.1000    	222.50         
47913     	0.1229         	0.093928       	7790000   	0.1000    	252.40         
47942     	0.1064         	0.093497       	7800000   	0.1000    	201.40         
47982     	0.1362         	0.097978       	7810000   	0.1000    	235.20         
48020     	0.1500         	0.095288       	7820000   	0.1000    	275.50         
48055     	0.1272         	0.095909       	7830000   	0.1000    	222.70         
48103     	0.1200         	0.094594       	7840000   	0.1000    	145.00         
48141     	0.0777         	0.090991       	7850000   	0.1000    	203.20         
48177     	0.1062         	0.093269       	7860000   	0.1000    	243.10         
48214     	0.1100         	0.093606       	7870000   	0.1000    	252.90         
48255     	0.0880         	0.095628       	7880000   	0.1000    	236.40         
48298     	0.0971         	0.092291       	7890000   	0.1000    	257.50         
48338     	0.1303         	0.095609       	7900000   	0.1000    	258.30         
48374     	0.1316         	0.093288       	7910000   	0.1000    	254.20         
48408     	0.1276         	0.091688       	7920000   	0.1000    	192.70         
48449     	0.1074         	0.090700       	7930000   	0.1000    	237.10         
48482     	0.1546         	0.093894       	7940000   	0.1000    	303.00         
48524     	0.0848         	0.093397       	7950000   	0.1000    	199.60         
48557     	0.1533         	0.091712       	7960000   	0.1000    	244.00         
48600     	0.1034         	0.094491       	7970000   	0.1000    	140.20         
48642     	0.1139         	0.091009       	7980000   	0.1000    	261.20         
48677     	0.0844         	0.093759       	7990000   	0.1000    	121.50         
48716     	0.0904         	0.093778       	8000000   	0.1000    	233.60         
48748     	0.1319         	0.092962       	8010000   	0.1000    	265.00         
48792     	0.0902         	0.090281       	8020000   	0.1000    	250.40         
48826     	0.1227         	0.093228       	8030000   	0.1000    	249.90         
48868     	0.0839         	0.093112       	8040000   	0.1000    	229.20         
48909     	0.1290         	0.099588       	8050000   	0.1000    	289.60         
48944     	0.1321         	0.095303       	8060000   	0.1000    	262.30         
48984     	0.1410         	0.096194       	8070000   	0.1000    	309.10         
49027     	0.1192         	0.097094       	8080000   	0.1000    	250.30         
49066     	0.1190         	0.094766       	8090000   	0.1000    	243.00         
49102     	0.0900         	0.094984       	8100000   	0.1000    	175.30         
49136     	0.1243         	0.096759       	8110000   	0.1000    	195.10         
49178     	0.1098         	0.095816       	8120000   	0.1000    	259.50         
49219     	0.1077         	0.099384       	8130000   	0.1000    	243.20         
49255     	0.1171         	0.095350       	8140000   	0.1000    	271.10         
49306     	0.1044         	0.099394       	8150000   	0.1000    	211.10         
49347     	0.1116         	0.097100       	8160000   	0.1000    	100.30         
49379     	0.1115         	0.096341       	8170000   	0.1000    	133.30         
49425     	0.1003         	0.096100       	8180000   	0.1000    	222.50         
49467     	0.0899         	0.097581       	8190000   	0.1000    	268.90         
49510     	0.0895         	0.099581       	8200000   	0.1000    	224.20         
49547     	0.1415         	0.094550       	8210000   	0.1000    	212.80         
49589     	0.0867         	0.097053       	8220000   	0.1000    	283.30         
49631     	0.1099         	0.094709       	8230000   	0.1000    	164.70         
49675     	0.0951         	0.095706       	8240000   	0.1000    	244.90         
49713     	0.1116         	0.096931       	8250000   	0.1000    	290.90         
49746     	0.1168         	0.100384       	8260000   	0.1000    	219.90         
49786     	0.1309         	0.097166       	8270000   	0.1000    	274.60         
49819     	0.1377         	0.100228       	8280000   	0.1000    	222.70         
49856     	0.1113         	0.098994       	8290000   	0.1000    	100.70         
49896     	0.0773         	0.099862       	8300000   	0.1000    	213.10         
49926     	0.1460         	0.102334       	8310000   	0.1000    	270.00         
49961     	0.1761         	0.104794       	8320000   	0.1000    	251.10         
49999     	0.1065         	0.103975       	8330000   	0.1000    	263.40         
50031     	0.0832         	0.101106       	8340000   	0.1000    	190.00         
50073     	0.0691         	0.101856       	8350000   	0.1000    	239.60         
50112     	0.0731         	0.102422       	8360000   	0.1000    	222.70         
50154     	0.1384         	0.104116       	8370000   	0.1000    	280.20         
50188     	0.0928         	0.100716       	8380000   	0.1000    	246.00         
50229     	0.0730         	0.099900       	8390000   	0.1000    	269.20         
50265     	0.0983         	0.102156       	8400000   	0.1000    	213.60         
50299     	0.1093         	0.099134       	8410000   	0.1000    	237.60         
50343     	0.0819         	0.098691       	8420000   	0.1000    	239.60         
50382     	0.0566         	0.097181       	8430000   	0.1000    	212.10         
50416     	0.1387         	0.100647       	8440000   	0.1000    	251.10         
50449     	0.1433         	0.105894       	8450000   	0.1000    	262.70         
50487     	0.1478         	0.102219       	8460000   	0.1000    	263.10         
50527     	0.0760         	0.098106       	8470000   	0.1000    	295.20         
50564     	0.1097         	0.097606       	8480000   	0.1000    	258.20         
50602     	0.1546         	0.102200       	8490000   	0.1000    	287.50         
50650     	0.0961         	0.101281       	8500000   	0.1000    	68.50          
50684     	0.1251         	0.099725       	8510000   	0.1000    	243.10         
50722     	0.1088         	0.103034       	8520000   	0.1000    	258.50         
50761     	0.0954         	0.103944       	8530000   	0.1000    	293.50         
50799     	0.0984         	0.102466       	8540000   	0.1000    	187.30         
50842     	0.1114         	0.104134       	8550000   	0.1000    	89.80          
50887     	0.1136         	0.099797       	8560000   	0.1000    	279.60         
50929     	0.1260         	0.101153       	8570000   	0.1000    	277.90         
50973     	0.0889         	0.099556       	8580000   	0.1000    	265.80         
51016     	0.0993         	0.098028       	8590000   	0.1000    	253.20         
51058     	0.0906         	0.099506       	8600000   	0.1000    	149.30         
51112     	0.0489         	0.097341       	8610000   	0.1000    	202.00         
51168     	0.1048         	0.097444       	8620000   	0.1000    	234.80         
51203     	0.1142         	0.098053       	8630000   	0.1000    	237.20         
51243     	0.1358         	0.097669       	8640000   	0.1000    	284.40         
51283     	0.0936         	0.102256       	8650000   	0.1000    	78.40          
51326     	0.0928         	0.099025       	8660000   	0.1000    	210.30         
51367     	0.1340         	0.102294       	8670000   	0.1000    	241.50         
51409     	0.0908         	0.101925       	8680000   	0.1000    	145.40         
